,S,E,Ia,Is,R,Ihsub,Ihcrit,D,Htot,Dperday,NCperday,Hcumulative
2020-08-10,9638561.479834652,41868.5978410841,43285.81491549554,17696.980678534892,914414.6295206628,2353.6735766393367,1486.3254088132792,6440.498224114633,3839.998985452616,74.54237137920373,10652.5629624912,37042.477307516914
2020-08-11,9627908.916872166,42024.174549755386,43508.50743063959,17788.012004617405,924501.6888927949,2366.9542491378784,1494.705405396776,6515.040595493835,3861.6596545346547,74.96748425709002,10691.60932691245,37449.30670934238
2020-08-12,9617217.30754525,42175.02463964835,43727.96425295432,17877.723518623654,934636.9153549578,2380.071953064123,1502.9846557488916,6590.008079750925,3883.0566088130126,75.37467343768907,10735.248024951015,37858.06987015864
2020-08-13,9606482.059520302,42335.059720312434,43934.340976764615,17962.086345974756,944824.6054793284,2393.1954963136795,1511.2697078164456,6665.3827531886145,3904.4652041301238,75.7678142328744,10781.661716174116,38268.94920352607
2020-08-14,9595700.397804128,42513.792445130755,44120.84332298839,18038.31912726653,955067.4245790131,2406.4393393561104,1519.6328146968515,6741.1505674214895,3926.0721540529626,76.1717121358329,10819.96355895422,38682.05852960203
2020-08-15,9584880.434245173,42694.000559087646,44299.31698360168,18111.26832248189,965358.1384657876,2419.5839260301937,1527.9352182814207,6817.322279557324,3947.5191443116137,76.58047860678742,10852.695927435489,39097.09480687362
2020-08-16,9574027.738317735,42864.69890892089,44477.31089789764,18184.02387966829,975691.7528064705,2432.486101972085,1536.0863291696635,6893.902758164108,3968.5724311417493,76.98935270043306,10881.812684699944,39513.849117698366
2020-08-17,9563145.925633034,43019.763296336205,44658.977071826164,18258.28520150025,986065.0585790076,2445.063879056115,1544.0342283718694,6970.892110864544,3989.0981074279853,77.39394367443876,10909.10387374681,39932.18780719254
2020-08-18,9552236.821759287,43157.529570749386,44845.348343063386,18334.474746819487,996476.4855010492,2457.2914825019448,1551.7625419875992,7048.286054538983,4009.054024489545,77.78986078647057,10936.359537575285,40352.046318959256
2020-08-19,9541300.462221716,43280.793629286316,45034.33838101143,18411.738030634788,1006926.1020299469,2469.1993508745795,1559.2904412056855,7126.075915325451,4028.4897920802655,78.17271329419371,10965.36971918359,40773.42919508855
2020-08-20,9530335.092502527,43396.811416782766,45220.74168679857,18487.943624122086,1017415.6153627572,2480.8741360843537,1566.6726423042362,7204.2486286196445,4047.546778388589,78.53811045528522,10997.924461572571,41196.41007615728
2020-08-21,9519337.168040955,43517.298925784686,45396.23359327921,18559.68315462436,1027948.3714362406,2492.4587033869416,1573.9994066506297,7282.786739074929,4066.458110037572,78.88485355347801,11034.432521659863,41621.1317012293
2020-08-22,9508302.735519296,43655.032340341364,45551.740867058455,18623.241617308788,1038528.0988000523,2504.109600545678,1581.3696627659576,7361.67159262841,4085.479263311636,79.23586461799151,11064.953296184043,42047.75298608426
2020-08-23,9497237.782223117,43798.30726080477,45695.30638419418,18681.910763856762,1049149.4222430463,2515.675786061597,1588.6878816753886,7440.9074572464015,4104.363667736985,79.59236887272813,11088.96916828228,42476.049177254514
2020-08-24,9486148.81305483,43934.10353322299,45835.95660655989,18739.38628218655,1059806.4060352251,2526.987842076048,1595.8468197776597,7520.499826119128,4122.834661853709,79.94884045459551,11108.757515962328,42905.77173093244
2020-08-25,9475040.05553887,44055.05853635216,45978.757569221045,18797.742392130494,1070495.2050290187,2537.947827266953,1602.7844405670394,7600.448666573723,4140.732267833993,80.30093574674073,11126.075695195168,43336.76026878983
2020-08-26,9463913.97984367,44158.193526249765,46125.697548862,18857.79301428791,1081213.5989849074,2548.51351617727,1609.4739635202075,7680.749602320468,4157.987479697478,80.64431113231335,11142.68106195116,43768.92297592383
2020-08-27,9452771.298781725,44244.91363627463,46275.687063786034,18919.091770025112,1091960.9925714259,2558.698399215005,1615.923864096253,7761.393913452778,4174.6222633112575,80.97462299445647,11160.330972200645,44202.23660085704
2020-08-28,9441610.967809526,44321.00787708698,46424.558873915244,18979.931981475413,1102738.4153651616,2568.5716826532057,1622.1778737366767,7842.368536447237,4190.749556389883,81.28752771632384,11180.782781914868,44636.746455537555
2020-08-29,9430430.18502761,44396.649136648426,46565.067980790685,19037.346671539122,1113548.5218507543,2578.258288629966,1628.3149798653906,7923.65606416356,4206.573268495357,81.57891349991492,11205.69461611491,45072.566415338864
2020-08-30,9419224.490411496,44486.14935699311,46687.06273464568,19087.178623122876,1124395.5006395224,2587.935777125515,1634.4474794334144,8005.234977663474,4222.383256558929,81.86365140118853,11228.665673603742,45509.87509144235
2020-08-31,9407995.824737893,44588.02524811943,46791.46104837632,19129.803226368997,1135277.6431801321,2597.58235830434,1640.561571744796,8087.098629064661,4238.1439300491365,82.15579996697824,11243.767855553115,45948.60242161117
2020-09-01,9396752.056882337,44686.06711726377,46889.583433371634,19169.85599282605,1146187.670053453,2606.9878844253385,1646.5242072917374,8169.254429031641,4253.512091717076,82.44873649204605,11253.759249495713,46388.44327773991
2020-09-02,9385498.29763284,44770.895140672816,46987.9736465296,19210.016563493635,1157120.828556705,2616.028423771016,1652.2568704630621,8251.703165523686,4268.285294234078,82.73796424963606,11260.452375429517,46829.199101944134
2020-09-03,9374237.845257416,44837.65350338093,47089.98638414402,19251.65860553012,1168074.0593582415,2624.638013470553,1657.7177480481396,8334.441129773322,4282.355761518692,83.01898651299332,11265.659753352933,47270.74281564287
2020-09-04,9362972.185504062,44886.010399210085,47195.78728190467,19294.849812252756,1179045.9964975512,2632.8086594998013,1662.9017292368835,8417.460116286316,4295.710388736686,83.2873065553617,11271.193903264555,47713.018819558514
